filename,inference_time,robot_in_the_frame_or_not,detected_or_not,parallel_pixel_dist,size,perp_dist_to_the_robot_pred,dist_to_the_robot_gt,parallel_dist_to_the_robot_gt,perp_dist_to_the_robot_gt,angle
1707226458.150496_B.jpg,2073.89497756958,0,0,,,,1.0345569626173323,0.055224,1.033082,1.5173915736838206
1707226458.206863_F.jpg,92.5438404083252,1,1,-4.724375406901042,116.98307690935002,1.0904005765914917,1.0345569626173323,0.055224,1.033082,1.5173915736838206
1707226459.172708_B.jpg,76.32255554199219,0,0,,,,1.0371391474821496,0.052962,1.035786,1.5197086350478315
1707226459.285001_F.jpg,65.48547744750977,1,1,-4.695892333984375,117.10344677586913,1.088998556137085,1.0371391474821496,0.052962,1.035786,1.5197086350478315
1707226460.241386_B.jpg,85.49761772155762,0,0,,,,1.0393766564826246,0.053555,1.037996,1.5192474243418352
1707226460.256191_F.jpg,75.72245597839355,1,1,-4.80897691514757,116.83134327338647,1.0921683311462402,1.0393766564826246,0.053555,1.037996,1.5192474243418352
1707226461.120003_B.jpg,70.26886940002441,0,0,,,,1.1582625211708266,0.045155,1.157382,1.5318013277666076
1707226461.151967_F.jpg,82.34286308288574,1,1,-5.0693511962890625,114.53059174901558,1.1189711093902588,1.1582625211708266,0.045155,1.157382,1.5318013277666076
1707226462.144171_B.jpg,66.37287139892578,0,0,,,,1.3175014690010787,0.036202,1.317004,1.5433150996493121
1707226462.182246_F.jpg,85.62898635864258,1,1,-4.837714301215278,117.31796292022207,1.0864994525909424,1.3175014690010787,0.036202,1.317004,1.5433150996493121
1707226463.163623_B.jpg,74.65672492980957,0,0,,,,1.4835603539492417,0.034161,1.483167,1.547767927984133
1707226463.222865_F.jpg,76.3101577758789,1,1,-4.204305013020833,113.7348071904853,1.1282415390014648,1.4835603539492417,0.034161,1.483167,1.547767927984133
1707226464.180919_B.jpg,59.81588363647461,0,0,,,,1.6495966557058728,0.021996,1.64945,1.5574617629843628
1707226464.286937_F.jpg,83.3437442779541,1,1,-1.7950269911024306,84.7447952815047,1.3204219341278076,1.6495966557058728,0.021996,1.64945,1.5574617629843628
1707226465.145911_F.jpg,83.18138122558594,1,1,1.1119842529296875,66.66554217039963,1.4110186100006104,1.827218426049004,0.022653,1.827078,1.558398476594252
1707226465.262543_B.jpg,76.84636116027832,0,0,,,,1.827218426049004,0.022653,1.827078,1.558398476594252
1707226466.115245_B.jpg,75.17886161804199,0,0,,,,1.9199164230913803,0.01779,1.919834,1.5615301658471403
1707226466.157311_F.jpg,75.65069198608398,1,1,3.7493387858072915,54.854983174533835,1.567162275314331,2.012219453827291,0.01244,2.012181,1.5646140591399496
1707226467.146622_B.jpg,66.34187698364258,0,0,,,,2.0872288388013422,0.008868,2.08721,1.5665476184044453
1707226467.200261_F.jpg,87.51940727233887,1,1,5.383978949652778,44.15888173211392,1.7169578075408936,2.127964232768258,0.011154,2.127935,1.5655546733383674
1707226468.152966_B.jpg,61.53082847595215,0,0,,,,2.177185286131844,0.023818,2.177055,1.559856295523757
1707226468.184278_F.jpg,88.54317665100098,1,1,6.8695068359375,35.737317775657836,1.83306884765625,2.177185286131844,0.023818,2.177055,1.559856295523757
1707226469.168225_B.jpg,73.59528541564941,0,0,,,,2.34787848214766,0.075134,2.346676,1.5387900581577616
1707226469.228937_F.jpg,68.46141815185547,1,1,8.445061577690971,29.177751468442793,1.9893083572387695,2.34787848214766,0.075134,2.346676,1.5387900581577616
1707226470.239448_B.jpg,83.19902420043945,0,0,,,,2.519388753545193,0.142721,2.515343,1.5141169259094158
1707226470.261537_F.jpg,75.66976547241211,1,1,7.555177476671007,27.620172055321746,2.0300979614257812,2.519388753545193,0.142721,2.515343,1.5141169259094158
1707226471.122703_B.jpg,74.32055473327637,0,0,,,,2.6370254357546496,0.215369,2.628216,1.4890340716030817
1707226471.128771_F.jpg,72.69716262817383,1,1,2.6288350423177085,23.2614749783857,2.16916823387146,2.6370254357546496,0.215369,2.628216,1.4890340716030817
1707226472.141693_B.jpg,76.45821571350098,0,0,,,,2.817213847991664,0.231696,2.80767,1.4884603716040168
1707226472.175750_F.jpg,61.47050857543945,1,1,-4.3326059977213545,19.292220244914247,2.4460854530334473,2.817213847991664,0.231696,2.80767,1.4884603716040168
1707226473.159073_B.jpg,86.35997772216797,0,0,,,,2.989327294381798,0.245006,2.97927,1.488744041362324
1707226473.190744_F.jpg,74.68533515930176,1,1,-11.51309543185764,17.167814739568037,2.6085379123687744,2.989327294381798,0.245006,2.97927,1.488744041362324
1707226474.173981_B.jpg,73.36187362670898,0,0,,,,3.1838889808851687,0.240681,3.174779,1.4951307442398514
1707226474.279594_F.jpg,61.53082847595215,1,1,-13.239585028754341,16.293241264712478,2.683401346206665,3.1838889808851687,0.240681,3.174779,1.4951307442398514
1707226475.246264_B.jpg,83.76622200012207,0,0,,,,3.352668237647292,0.237465,3.344248,1.499908311300206
1707226475.270674_F.jpg,66.23578071594238,1,1,-13.320838080512154,13.901180857727821,2.9196343421936035,3.352668237647292,0.237465,3.344248,1.499908311300206
1707226476.128566_B.jpg,68.38345527648926,0,0,,,,3.525133276896776,0.218082,3.518381,1.508891901458405
1707226476.152952_F.jpg,83.35232734680176,1,1,-12.660513983832466,11.885644670433571,3.1569807529449463,3.525133276896776,0.218082,3.518381,1.508891901458405
1707226477.141023_B.jpg,74.6912956237793,0,0,,,,3.6923386225710666,0.191467,3.687371,1.518917847727186
1707226477.173350_F.jpg,77.46553421020508,1,1,-11.053721110026041,11.15533232305883,3.2907583713531494,3.6923386225710666,0.191467,3.687371,1.518917847727186
1707226478.155480_B.jpg,61.33317947387695,0,0,,,,3.8480806480271434,0.160405,3.844736,1.5290998281831991
1707226478.213829_F.jpg,76.5221118927002,1,1,-9.177907307942709,10.332884975093888,3.401080369949341,3.8480806480271434,0.160405,3.844736,1.5290998281831991
1707226479.175362_B.jpg,75.32238960266113,0,0,,,,3.956560381914195,0.152457,3.953622,1.5322540734815184
1707226479.286556_F.jpg,64.48650360107422,1,1,-6.7012786865234375,9.056362310527927,3.5870420932769775,4.045367943352124,0.13397,4.043149,1.5376733817166561
1707226480.143400_F.jpg,83.47535133361816,1,1,-4.616589016384548,8.202869571202124,3.7228047847747803,4.138913121916187,0.114067,4.137341,1.5432331861318183
1707226480.262030_B.jpg,83.35518836975098,0,0,,,,4.253207432381825,0.093572,4.252178,1.54879421391764
1707226481.124385_B.jpg,74.69844818115234,0,0,,,,4.341863832636509,0.072049,4.341266,1.5542015394463733
1707226481.154928_F.jpg,76.42269134521484,1,1,-2.3804558648003473,7.6005446491763,3.8684282302856445,4.341863832636509,0.072049,4.341266,1.5542015394463733
1707226482.137137_B.jpg,62.36839294433594,0,0,,,,4.533769806437575,0.036609,4.533622,1.5627215017815221
1707226482.186262_F.jpg,90.56496620178223,1,1,0.3048790825737847,6.675113851411475,4.107909679412842,4.533769806437575,0.036609,4.533622,1.5627215017815221
1707226483.156274_B.jpg,74.85318183898926,0,0,,,,4.735858413487992,0.001979,4.735858,1.5712142024754616
1707226483.190126_F.jpg,76.08556747436523,1,1,2.8878106011284723,6.07963481940973,4.270430564880371,4.735858413487992,0.001979,4.735858,1.5712142024754616
1707226484.172452_B.jpg,72.42345809936523,0,0,,,,4.877464072293306,0.034224,4.877344,1.5778131454397963
1707226484.257751_F.jpg,66.80178642272949,1,1,5.6087493896484375,5.621984403689656,4.424581050872803,4.877464072293306,0.034224,4.877344,1.5778131454397963
1707226485.155513_F.jpg,82.89670944213867,1,1,8.692762586805555,4.984868684065684,4.697923183441162,5.073034533368071,0.069093,5.072564,1.5844164068067266
1707226485.271185_B.jpg,85.52336692810059,0,0,,,,5.073034533368071,0.069093,5.072564,1.5844164068067266
1707226486.125294_B.jpg,84.64980125427246,0,0,,,,5.225989930671222,0.078121,5.225406,1.5857454389834869
1707226486.142698_F.jpg,76.11680030822754,1,1,10.449515448676216,4.589121481748642,4.934715747833252,5.225989930671222,0.078121,5.225406,1.5857454389834869
1707226487.141612_B.jpg,75.64258575439453,0,0,,,,5.432089991385635,0.053756,5.431824,1.5806924952162527
1707226487.189877_F.jpg,76.37834548950195,1,1,12.070168389214409,4.279178266131813,5.08376932144165,5.432089991385635,0.053756,5.431824,1.5806924952162527
1707226488.151585_B.jpg,75.6378173828125,0,0,,,,5.608493713939689,0.04001,5.608351,1.5779302100458177
1707226488.181219_F.jpg,66.36691093444824,1,1,13.284174601236979,4.18629530396163,5.12843656539917,5.608493713939689,0.04001,5.608351,1.5779302100458177
1707226489.182774_B.jpg,87.65006065368652,0,0,,,,5.815942556028644,0.025191,5.815888,1.5751277104915313
1707226489.288050_F.jpg,78.26352119445801,1,1,12.688064575195312,3.8980444988097855,5.267058849334717,5.815942556028644,0.025191,5.815888,1.5751277104915313
1707226490.249552_B.jpg,76.90167427062988,0,0,,,,5.982836082572545,0.000994,5.982836,1.570962468736754
1707226490.274413_F.jpg,88.74773979187012,1,1,11.695098876953125,3.4080564219038934,5.601603031158447,5.982836082572545,0.000994,5.982836,1.570962468736754
1707226491.125374_B.jpg,89.42317962646484,0,0,,,,6.093782224030409,0.007175,6.093778,1.5696188968517097
1707226491.149719_F.jpg,104.29167747497559,1,1,10.936058892144096,3.2356035724256396,5.733040809631348,6.202212851789271,0.015292,6.202194,1.568330752674994
1707226492.143703_B.jpg,88.9132022857666,0,0,,,,6.294312533745127,0.02341,6.294269,1.5670770875856386
1707226492.178221_F.jpg,90.0416374206543,1,1,10.182740953233507,3.0614462917179077,5.909809112548828,6.294312533745127,0.02341,6.294269,1.5670770875856386
1707226493.155968_B.jpg,85.01219749450684,0,0,,,,6.493910721295912,0.049639,6.493721,1.5631523221971266
1707226493.212605_F.jpg,93.29605102539062,1,1,9.673987494574654,2.906069030157394,6.117221355438232,6.493910721295912,0.049639,6.493721,1.5631523221971266
1707226494.179811_B.jpg,85.42919158935547,0,0,,,,6.684424692398442,0.066389,6.684095,1.560864269128504
1707226494.289407_F.jpg,89.84971046447754,1,1,8.650461832682291,2.7569040884069786,6.311533451080322,6.874095204890459,0.093227,6.873463,1.5572338352480297
1707226495.147804_F.jpg,88.45663070678711,1,1,8.092583550347221,2.5395158921184455,6.592720985412598,6.961449993815943,0.101088,6.960716,1.5562747037074711
1707226495.264880_B.jpg,86.21716499328613,0,0,,,,6.961449993815943,0.101088,6.960716,1.5562747037074711
1707226496.119316_B.jpg,88.15336227416992,0,0,,,,7.175463790369024,0.118756,7.174481,1.554245282069672
1707226496.155854_F.jpg,93.23930740356445,1,1,6.9126129150390625,2.448867371393494,6.7099738121032715,7.175463790369024,0.118756,7.174481,1.554245282069672
1707226497.141462_B.jpg,91.91441535949707,0,0,,,,7.389001159331686,0.146586,7.387547,1.5509566199572116
1707226497.190994_F.jpg,88.44876289367676,1,1,6.348376803927952,2.296175974001533,6.955726146697998,7.389001159331686,0.146586,7.387547,1.5509566199572116
1707226498.155141_B.jpg,90.99626541137695,0,0,,,,7.585225749257368,0.173291,7.583246,1.547948479722084
1707226498.192524_F.jpg,89.31612968444824,1,1,5.7537078857421875,2.2642158592740693,7.008864402770996,7.585225749257368,0.173291,7.583246,1.547948479722084
1707226499.175347_B.jpg,88.98305892944336,0,0,,,,7.77961507381882,0.189367,7.77731,1.5464524867262985
1707226499.263172_F.jpg,92.62537956237793,1,1,4.8066457112630205,2.007965451353632,7.541501045227051,7.77961507381882,0.189367,7.77731,1.5464524867262985
1707226500.154568_F.jpg,91.76397323608398,1,1,4.450734456380208,2.0891102302149744,7.362954616546631,7.982352376064652,0.206264,7.979687,1.5449534485151246
1707226500.272034_B.jpg,86.61627769470215,0,0,,,,7.982352376064652,0.206264,7.979687,1.5449534485151246
1707226501.124974_B.jpg,86.94767951965332,0,0,,,,8.17363715243098,0.224408,8.170556,1.5433377795354006
1707226501.143896_F.jpg,91.53985977172852,1,1,3.7207709418402777,1.9646742148324847,7.637904644012451,8.17363715243098,0.224408,8.170556,1.5433377795354006
1707226502.138518_B.jpg,87.05759048461914,0,0,,,,8.373802570738397,0.253123,8.369976,1.5405637578525475
1707226502.189330_F.jpg,93.16802024841309,1,1,3.5661485460069446,1.788998858314755,8.02769947052002,8.373802570738397,0.253123,8.369976,1.5405637578525475
1707226503.159677_B.jpg,87.36920356750488,0,0,,,,8.587012726640737,0.273471,8.582657,1.5389438936960156
1707226503.193568_F.jpg,88.90390396118164,1,1,2.988221910264757,1.633878264692612,8.352888107299805,8.587012726640737,0.273471,8.582657,1.5389438936960156
1707226504.174673_B.jpg,89.2183780670166,0,0,,,,8.778840978348166,0.303562,8.773591,1.5362106078006876
1707226504.236033_F.jpg,90.52062034606934,1,1,2.4261898464626737,1.6377057142866154,8.345830917358398,8.778840978348166,0.303562,8.773591,1.5362106078006876
1707226505.236782_B.jpg,90.90042114257812,0,0,,,,8.969675431388865,0.323219,8.96385,1.5347538865649017
1707226505.264666_F.jpg,91.88222885131836,1,1,2.279959784613715,1.5434680110631211,8.562694549560547,8.969675431388865,0.323219,8.96385,1.5347538865649017
1707226506.118304_B.jpg,90.97552299499512,0,0,,,,9.082763361899175,0.334087,9.076617,1.534005499304781
1707226506.125055_F.jpg,93.36447715759277,1,1,1.2418958875868056,1.4455618380452506,8.816987991333008,9.082763361899175,0.334087,9.076617,1.534005499304781
1707226507.143465_B.jpg,111.8013858795166,0,0,,,,9.285993768354682,0.364709,9.278829,1.5315110507945064
1707226507.170754_F.jpg,105.1630973815918,1,0,,,,9.285993768354682,0.364709,9.278829,1.5315110507945064
1707226508.160603_B.jpg,101.83024406433105,0,0,,,,9.46608520921109,0.384058,9.458291,1.5302131886631962
1707226508.214336_F.jpg,97.40281105041504,1,0,,,,9.46608520921109,0.384058,9.458291,1.5302131886631962
1707226509.172908_B.jpg,105.51309585571289,0,0,,,,9.657966211737387,0.415369,9.64903,1.5277751412155318
1707226509.248648_F.jpg,103.33132743835449,1,0,,,,9.657966211737387,0.415369,9.64903,1.5277751412155318
1707226510.149745_F.jpg,107.73324966430664,1,0,,,,9.871268014941394,0.437097,9.861586,1.5265021225376227
1707226510.262110_B.jpg,104.33340072631836,0,0,,,,9.871268014941394,0.437097,9.861586,1.5265021225376227
1707226511.121554_B.jpg,109.48371887207031,0,0,,,,10.063062535510598,0.468066,10.052171,1.5242662631600281
1707226511.141283_F.jpg,116.21737480163574,1,1,-1.4041052924262152,1.2653822066006537,9.535922050476074,10.063062535510598,0.468066,10.052171,1.5242662631600281
1707226512.146170_B.jpg,115.66638946533203,0,0,,,,10.256177312751813,0.499042,10.244029,1.5221194060964702
1707226512.201153_F.jpg,91.93110466003418,1,1,-1.5374925401475694,1.2636009091187992,9.544377326965332,10.256177312751813,0.499042,10.244029,1.5221194060964702
1707226513.155146_B.jpg,84.34057235717773,0,0,,,,10.466855414543424,0.520331,10.453914,1.5210635718774026
1707226513.186160_F.jpg,86.3642692565918,1,1,-1.654603746202257,1.2583522038767114,9.569294929504395,10.466855414543424,0.520331,10.453914,1.5210635718774026
1707226514.171301_B.jpg,83.1902027130127,0,0,,,,10.660587786254942,0.542252,10.646788,1.519909254900878
1707226514.230172_F.jpg,90.99483489990234,1,1,-2.4008009168836804,1.079755507637373,10.417089462280273,10.660587786254942,0.542252,10.646788,1.519909254900878
1707226515.150053_F.jpg,89.47181701660156,1,1,-2.74916754828559,1.0292887687683105,10.656654357910156,10.862215992557733,0.574439,10.847016,1.5178875007630486
1707226515.261631_B.jpg,84.87200736999512,0,0,,,,10.862215992557733,0.574439,10.847016,1.5178875007630486
1707226516.122305_B.jpg,86.5166187286377,0,0,,,,11.064688893500666,0.597471,11.048546,1.5167720576344437
1707226516.128868_F.jpg,87.10432052612305,1,1,-2.640533447265625,1.061379335199793,10.504321098327637,11.064688893500666,0.597471,11.048546,1.5167720576344437
1707226517.144655_B.jpg,86.36832237243652,0,0,,,,11.168399506542377,0.609606,11.15175,1.5161860751031504
